"","id","y","date","x1","x2","x3","x4","x5"
"1",35,FALSE,2018-12-14,-0.803111608420586,539757050.963319,3.18246769331582,1.95902269959327,10
"2",38,FALSE,2018-04-06,-1.8257194266288,997371844.744492,0.391003192252763,2.24646423692814,4
"3",54,FALSE,2018-06-24,-0.965152765137698,200890275.001304,3.63624571242609,0.840168007865539,6
"4",105,TRUE,2018-10-27,-0.776596176100104,941681157.808694,0.644415035770379,3.37868267088875,4
"5",81,FALSE,2018-03-20,0.247652072056931,690901823.983683,1.27083674250595,-1.38049136839502,7
"6",12,FALSE,2018-09-17,0.568873054946449,74027224.3745435,1.99808146739912,0.858052191375223,11
"7",12,FALSE,2018-05-06,-0.27956695303549,221660496.735551,-3.95081799925567,1.9361608475511,9
"8",66,FALSE,2018-02-02,-0.699464376010947,52408954.824157,1.3027529934598,0.269126994685532,7
"9",32,FALSE,2018-09-01,-0.833251974995806,405643894.866581,0.0216341923435375,6.78758898053873,12
"10",110,FALSE,2018-09-16,0.640860454936473,565136740.396816,-0.697753414163924,-0.577349876428809,13
"11",108,FALSE,2018-01-28,-1.33031471000801,899491467.785111,-3.36860365572346,1.40572062589724,9
"12",8,FALSE,2018-12-25,1.66875754710506,821587794.60645,-0.0980316017681853,2.36428969869069,12
"13",115,FALSE,2018-10-19,2.13085758310299,353283496.052644,-4.15380453502028,0.859000754087483,9
"14",70,FALSE,2018-08-12,0.614957228876625,749599063.197708,2.53260372722007,0.88281673284641,1
"15",104,FALSE,2018-12-10,0.673518809202975,655768344.14303,4.25962328251097,2.98913696006095,6
"16",54,TRUE,2018-05-03,-1.13439331239533,821778240.275027,0.941548819125325,3.63262663794384,4
"17",64,FALSE,2018-08-24,0.124757736048021,650197735.111915,-2.87055103996168,1.89829564552866,3
"18",24,FALSE,2018-06-16,0.0908411919803722,590803040.365869,0.111609018800848,-0.102940637962625,12
"19",32,FALSE,2018-07-31,0.0310526505578694,348517817.167913,1.1353084556931,0.16135023586813,7
"20",67,FALSE,2018-12-18,0.146272162612991,795350482.430381,1.54729124497916,-0.141506666158232,7
"21",112,FALSE,2018-08-21,0.291107520275148,640336913.167065,-0.306048518193867,-1.25982125468205,12
"22",42,FALSE,2018-07-01,-0.488221960913213,910012444.399615,-1.36526365014637,2.52857016236029,5
"23",34,FALSE,2018-01-18,-0.711062068653409,527970000.574217,3.12833835035571,1.38461084581841,10
"24",95,TRUE,2018-12-24,-0.37221224429308,661927759.461323,0.263340103398439,4.66441476591869,12
"25",46,TRUE,2018-10-06,-0.270673969197254,953187367.903505,1.85913845131148,2.4966828977274,11
"26",63,FALSE,2018-02-27,-0.176850716691116,114100691.278208,0.289490483621366,1.07198229195068,12
"27",83,FALSE,2018-12-15,-1.48975419068708,964389876.996733,1.57890494517307,2.76110442044008,7
"28",64,FALSE,2018-11-21,-0.429514167473222,820925373.330706,0.398513806276579,1.20413458842667,4
"29",11,FALSE,2018-07-06,-0.341836793797762,118029799.96506,-0.679749149577871,2.48343976350389,13
"30",19,FALSE,2018-09-03,1.31045802976808,772233888.000438,4.66915945341912,2.52784386287926,2
"31",96,FALSE,2018-08-11,-0.741487748367245,283931013.324605,-0.305727000867562,-0.492706953508559,12
"32",114,FALSE,2018-05-12,-0.284614052857409,252787240.996367,0.131735069634625,1.94492081063039,12
"33",33,FALSE,2018-05-20,-0.632275366601225,844069167.266551,1.84571618342638,2.04281223879077,11
"34",86,FALSE,2018-09-26,0.343894085522138,927109751.921642,0.940956921820173,-0.114158123614037,4
"35",86,FALSE,2018-06-10,-1.07928145890947,49368412.5349854,-1.05553259669498,3.88804076282801,13
"36",14,TRUE,2018-10-14,0.829568124895028,713253638.045079,2.02599200254977,2.49364183421594,11
"37",77,FALSE,2018-02-13,-0.190562388670818,664435893.791658,1.74531409723649,-0.327658195145462,11
"38",17,FALSE,2018-08-31,-0.068901958857795,654221024.017537,-3.31032055621046,3.43072754944312,9
"39",52,FALSE,2018-04-19,0.587692978628006,207770657.786155,2.24375530082906,1.04450510831481,1
"40",3,FALSE,2018-03-06,0.0441183669510417,649086450.160536,0.0139634545130511,2.56109875107004,12
"41",2,FALSE,2018-03-28,-1.082541437783,968281531.851501,2.02786840004322,0.291512579021056,11
"42",61,FALSE,2018-09-08,-0.486708690334253,255290289.840292,1.68736142865207,2.02236361162499,11
"43",92,FALSE,2018-10-24,0.683222051542583,764862579.524229,1.81823645459914,2.50228822722967,11
"44",26,FALSE,2018-03-30,1.61963485651097,50419212.5149731,-0.910650878197293,4.65458410534819,13
"45",60,FALSE,2018-10-06,0.714309288270227,814240595.042488,-0.549422871233411,0.563075116582592,13
"46",102,FALSE,2018-04-12,0.177112902928017,427169274.312665,0.904626123628116,2.35477839187437,4
"47",28,FALSE,2018-06-02,-1.55126069220736,843638200.349381,-2.34606430516774,-0.652169072181433,3
"48",4,FALSE,2018-11-03,-1.1889174608721,478094953.847242,-1.58993714269612,2.72028087330957,5
"49",94,FALSE,2018-03-31,-0.611307886727363,21398974.1881337,-3.52666851860013,3.81769613376565,9
"50",63,FALSE,2018-09-07,-0.311559049219162,252475622.356708,2.15781140948527,1.15259995441902,11
"51",66,FALSE,2018-10-01,-1.05324842905112,432887516.117883,0.235518837323933,1.02291956711006,12
"52",67,FALSE,2018-12-16,-1.54200153457718,583081277.102522,2.10966115924626,1.47778389790043,11
"53",81,TRUE,2018-01-10,1.04359433215591,545120282.883144,-0.961144149073692,2.16938939568212,13
"54",20,FALSE,2018-01-05,1.10095729247715,438279085.386852,0.76233836530929,-0.944807320769638,4
